"","Datum","Wochentag","Monat","Weihnachtsmarkt","Ferien","Ware_1","Ware_2","Ware_3","Ware_4","Ware_5","Ware_6","Gesamtumsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertag","vor_feiertag","nach_feiertag","Temperaturklassen"
"2133",2019-05-03,6,5,0,0,142.0433908,310.6891469,168.0384829,0,301.6635709,0,922.4345915,0,6,8.7625,18,21,0,0,0,"kalt"
"1984",2018-12-05,4,12,1,0,150.9548674,250.980296,75.37646917,85.82869978,204.4246334,0,767.56496575,0,1,3.7375,6,0,0,0,0,"kalt"
"440",2014-09-13,7,9,0,0,152.4970109,579.4418472,202.6802331,169.3103797,368.0803612,0,1472.0098321,0,7,17,12,0,0,0,0,"normal"
"249",2014-03-06,5,3,0,0,119.6495704,296.7824466,110.0119782,75.70959017,251.5729089,32.97324707,886.69974134,0,3,8.925,9,10,0,0,0,"kalt"
"2001",2018-12-22,7,12,1,1,117.547723,372.3538579,141.6362708,268.2217787,241.8639527,0,1141.6235831,0,8,4.3,4,0,0,0,0,"kalt"
"315",2014-05-11,1,5,0,0,61.00658246,460.6825123,160.1912034,57.24540614,361.9699601,53.80807871,1154.90374311,0,7,11.5625,12,63,0,0,0,"normal"
"1594",2017-11-10,6,11,0,0,114.1069262,240.1477726,90.06905099,104.3638248,195.1519691,0,743.83954369,0,7,7.5375,16,61,0,0,0,"kalt"
"535",2014-12-17,4,12,1,0,102.8568354,269.192321,92.86863713,54.11521415,278.7324088,0,797.76541648,0,7,3.625,10,61,0,0,0,"kalt"
"2009",2018-12-30,1,12,0,1,43.12136551,516.2232388,237.2716857,94.10400586,400.6899044,0,1291.41020027,0,2,6.675,16,0,0,0,0,"kalt"
"238",2014-02-23,1,2,0,0,79.44222224,711.6086451,193.5544718,96.01141936,394.2400863,39.57753814,1514.43438294,0,1,8.625,12,0,0,0,0,"kalt"
"1992",2018-12-13,5,12,1,0,104.1925067,255.9261191,118.2692033,85.56607836,189.7631965,0,753.71710396,0,7,2.925,10,61,0,0,0,"kalt"
"1528",2017-09-05,3,9,0,0,128.680505,386.9540244,153.6956235,188.0600808,271.3618616,0,1128.7520953,0,3,20.95,6,0,0,0,0,"warm"
"486",2014-10-29,4,10,0,0,103.5695543,411.2133054,209.3239974,81.86890546,300.1086407,0,1106.08440326,0,7,8.375,7,20,0,0,0,"kalt"
"21",2013-07-21,1,7,0,1,66.28875782,815.9422642,346.6582364,70.52900246,287.4437885,44.83536114,1631.69741052,0,0,26.375,8,0,0,0,0,"warm"
"4",2013-07-04,5,7,0,1,168.864941,454.8596413,190.6866414,61.49017537,308.4081679,24.64008392,1208.94965089,0,7,18.85,7,20,0,0,0,"normal"
"107",2013-10-15,3,10,0,1,130.4318026,354.8854149,127.2842376,94.6638762,219.9417508,67.11015122,994.31723332,0,7,10.6625,4,63,0,0,0,"normal"
"1282",2017-01-02,2,1,0,1,127.9427539,363.7857666,93.03510633,80.44886085,274.0342037,0,939.24669138,0,3,1.625,8,0,0,0,1,"kalt"
"905",2015-12-22,3,12,1,1,89.24813748,298.3077725,89.32757333,108.3962399,206.1622648,0,791.44198801,0,7,11.25,17,61,0,0,0,"normal"
"384",2014-07-19,7,7,0,1,144.7855445,758.0076822,366.4595623,76.23513873,305.4065056,0,1650.89443333,0,0,28.0625,13,0,0,0,0,"warm"
"1318",2017-02-07,3,2,0,0,132.849205,266.6450831,89.25268092,105.3278842,250.8690645,0,844.94391772,0,7,0,12,77,0,0,0,"kalt"
"655",2015-04-16,5,4,0,1,90.52820583,286.7276471,80.61279848,68.8696178,249.9858178,0,776.72408701,0,6,9.375,16,21,0,0,0,"kalt"
"196",2014-01-12,1,1,0,0,83.40174985,582.3540796,219.4512534,74.05754056,268.0812228,32.15645945,1259.50230566,0,2,5.525,16,21,0,0,0,"kalt"
"1150",2016-08-23,3,8,0,1,100.7976387,394.5917255,184.1703671,75.38134657,259.9183852,0,1014.85946307,0,6,21.75,8,0,0,0,0,"warm"
"520",2014-12-02,3,12,1,0,154.2426329,275.9783257,114.3447924,68.99728251,265.9336885,0,879.49672201,0,8,-3,7,10,0,0,0,"kalt"
"2135",2019-05-05,1,5,0,0,65.35876272,478.1529687,207.7940124,0,275.3344251,0,1026.64016892,0,5,10.6875,15,0,0,0,0,"normal"
"1169",2016-09-11,1,9,0,0,85.73576766,545.1768316,209.9605759,56.42755026,277.1423892,0,1174.44311462,0,6,20.875,10,0,0,0,0,"warm"
"349",2014-06-14,7,6,0,0,198.6929575,564.1643021,226.9667091,55.64372959,298.4523065,65.81949369,1409.73949848,0,1,18.9125,13,0,0,0,0,"normal"
"1606",2017-11-22,4,11,0,0,84.72489041,232.9781872,77.59148954,74.44378827,181.4329328,0,651.17128822,0,7,10.6125,10,61,0,0,0,"normal"
"815",2015-09-23,4,9,0,0,113.9856386,330.659883,114.689141,65.04361401,275.5437542,0,899.92203081,0,7,14,5,20,0,0,0,"normal"
"2058",2019-02-17,1,2,0,0,59.88695568,457.1407053,227.0035466,86.69859108,374.6398715,0,1205.36967016,0,3,11.625,5,5,0,0,0,"normal"
"2030",2019-01-20,1,1,0,0,87.73951392,480.9585922,201.6752048,79.73811171,340.4836485,0,1190.59507113,0,1,0.85,4,10,0,0,0,"kalt"
"1670",2018-01-25,5,1,0,0,103.2671038,232.3916308,81.19110294,96.1022155,189.9088557,0,702.86090874,0,7,7.95,9,21,0,0,0,"kalt"
"1365",2017-03-26,1,3,0,0,85.21878672,439.1345578,147.7493706,72.24081297,303.3046885,0,1047.64821659,0,3,9.375,7,0,0,0,0,"kalt"
"1112",2016-07-16,7,7,0,0,157.2216283,501.5875588,223.2923332,82.46391507,341.7191751,0,1306.28461047,0,7,18,10,61,0,0,0,"normal"
"146",2013-11-23,7,11,0,0,96.51967668,371.9735988,174.4789669,68.56173361,208.7616011,56.13963521,976.4352123,0,3,4.9125,6,0,0,0,0,"kalt"
"320",2014-05-16,6,5,0,0,182.2473317,422.284931,161.9472762,53.23087697,373.755034,85.92344539,1279.38889526,0,5,13.8875,9,0,0,0,0,"normal"
"484",2014-10-27,2,10,0,0,121.4169708,408.2295941,173.8839755,85.68767581,310.2625752,0,1099.48079141,0,2,14.5,9,0,0,0,0,"normal"
"1200",2016-10-12,4,10,0,0,98.03611556,344.0705424,159.0624875,158.4681795,294.0437574,0,1053.68108236,0,7,9.75,18,63,0,0,0,"kalt"
"648",2015-04-09,5,4,0,1,157.5569966,368.1400233,144.6654534,72.29130675,271.0621384,0,1013.71591845,0,2,11.875,7,0,0,0,0,"normal"
"2116",2019-04-16,3,4,0,1,160.5878582,401.4106576,166.5544636,0,294.5315522,0,1023.0845316,0,0,8.4375,15,5,0,0,0,"kalt"
"1199",2016-10-11,3,10,0,0,85.48017576,376.5738666,193.4570925,68.03104343,250.286651,0,973.82882929,0,7,9.875,20,61,0,0,0,"kalt"
"1114",2016-07-18,2,7,0,0,0,0,0,0,0,0,0,0,7,18.5,15,21,0,0,0,"normal"
"2128",2019-04-28,1,4,0,0,91.91580842,538.9113679,252.2850771,0,241.6787903,0,1124.79104372,0,7,9.85,10,61,0,0,0,"kalt"
"1930",2018-10-12,6,10,0,1,141.6359669,413.4850403,212.7163507,83.98318524,318.2666496,0,1170.08719274,0,0,21.4125,7,0,0,0,0,"warm"
"277",2014-04-03,5,4,0,0,199.3342138,338.6914569,134.0558606,89.00747374,272.475241,79.86808876,1113.4323348,0,3,7.6125,15,10,0,0,0,"kalt"
"1872",2018-08-15,4,8,0,1,150.014601,487.8308449,335.8873453,96.25453683,283.6773713,0,1353.66469933,0,6,21.9875,13,21,0,0,0,"warm"
"896",2015-12-13,1,12,1,0,56.54371748,456.7547429,150.0407595,138.8689274,285.6092969,0,1087.81744418,0,1,5.25,9,0,0,0,0,"kalt"
"687",2015-05-18,2,5,0,0,103.8023168,328.9134296,123.5394205,74.26834555,225.8327373,0,856.35624975,0,6,11.625,8,61,0,0,0,"normal"
"1128",2016-08-01,2,8,0,1,161.4435742,612.2438555,315.8671168,191.1001791,334.3756558,0,1615.0303814,0,3,18.5,14,61,0,0,0,"normal"
"167",2013-12-14,7,12,1,0,120.787742,327.6130788,103.1305003,111.3584441,197.8025866,161.4143016,1022.1066534,0,7,3.0125,7,61,0,0,0,"kalt"
"1734",2018-03-30,6,3,0,0,0,0,0,0,0,0,0,0,1,3.225,13,5,1,0,0,"kalt"
"48",2013-08-17,7,8,0,0,221.630418,583.6574342,280.1700458,141.0668884,519.8349294,36.82447637,1783.18419217,0,6,20.55,7,0,0,0,0,"warm"
"1291",2017-01-11,4,1,0,0,49.4763974,174.9998324,62.03059651,140.4854472,191.1032385,0,618.09551201,0,7,4.625,15,61,0,0,0,"kalt"
"1936",2018-10-18,5,10,0,1,138.6358189,332.9701865,164.8498679,80.46197893,260.1429965,0,977.06084873,0,1,12.816666,12,5,0,0,0,"normal"
"915",2016-01-01,6,1,0,0,0,0,0,0,0,0,0,0,7,4.5,6,28,1,0,0,"kalt"
"335",2014-05-31,7,5,0,0,171.3475248,616.2459155,292.1415937,53.18008325,382.0444054,130.2098904,1645.16941305,0,3,15.9125,15,0,0,0,0,"normal"
"290",2014-04-16,4,4,0,1,110.6470419,439.8763719,198.9699505,82.1783266,297.5364913,67.80944253,1197.01762473,0,0,11.3625,9,0,0,0,0,"normal"
"1362",2017-03-23,5,3,0,0,100.177761,242.7895275,81.39534575,52.22165154,199.2360853,0,675.82037109,0,4,8.125,11,0,0,0,0,"kalt"
"1107",2016-07-11,2,7,0,0,143.2980396,434.1207751,179.2788761,86.12981679,270.4337452,0,1113.26125279,0,6,20,13,21,0,0,0,"kalt"
"1152",2016-08-25,5,8,0,1,131.8980416,423.336574,181.8421188,81.293499,246.3727305,0,1064.7429639,0,0,28.375,6,0,0,0,0,"warm"
"1357",2017-03-18,7,3,0,0,106.2087256,287.8439056,102.8750624,68.23096603,241.1532455,0,806.31190513,0,5,6.875,22,21,0,0,0,"kalt"
"41",2013-08-10,7,8,0,0,185.1771627,614.5118307,351.6170292,150.1223969,450.9933371,49.60360031,1802.02535691,0,7,19.3625,12,61,0,0,0,"normal"
"181",2013-12-28,7,12,0,0,0,0,0,0,0,0,0,0,7,7.0625,9,21,0,0,0,"kalt"
"1886",2018-08-29,4,8,0,0,159.8928972,346.1038044,187.378612,127.1929777,322.8384039,0,1143.4066952,0,0,22.7,12,0,0,0,0,"warm"
"1499",2017-08-07,2,8,0,1,172.0285289,533.2970328,279.6050457,71.21513856,228.0703593,0,1284.21610526,0,2,22.4875,8,0,0,0,0,"warm"
"47",2013-08-16,6,8,0,0,147.7979976,552.1537146,241.7689751,124.7374644,344.4686294,67.86220274,1478.78898384,0,4,23.575,11,0,0,0,0,"warm"
"2010",2018-12-31,2,12,0,1,263.5919293,618.3179669,254.5286345,177.513975,1668.124419,0,2982.0769247,0,7,7.3875,13,45,0,1,0,"kalt"
"1863",2018-08-06,2,8,0,1,166.7834359,540.7700297,273.1339314,101.809749,322.8575774,0,1405.3547234,0,0,23.1,5,0,0,0,0,"warm"
"574",2015-01-25,1,1,0,0,94.49338851,555.5860601,182.8429351,65.2095429,432.1116837,0,1330.24361031,0,6,2.875,6,0,0,0,0,"kalt"
"1020",2016-04-15,6,4,0,0,114.0657514,252.4805989,86.37779025,45.18604032,215.677749,0,713.78792987,0,7,10.625,8,61,0,0,0,"normal"
"715",2015-06-15,2,6,0,0,142.5424464,350.5895584,146.5139558,61.49519262,289.2872044,0,990.42835762,0,8,13.625,11,21,0,0,0,"normal"
"1263",2016-12-14,4,12,1,0,75.40395193,221.942272,37.73924542,50.24858609,151.3023911,0,536.63644654,0,7,4.625,6,45,0,0,0,"kalt"
"713",2015-06-13,7,6,0,0,149.3047383,559.8880898,242.0258786,47.0294957,238.3092037,0,1236.5574061,0,6,21.875,12,61,0,0,0,"warm"
"543",2014-12-25,5,12,0,0,0,0,0,0,0,0,0,0,7,3.125,17,71,1,1,0,"kalt"
"692",2015-05-23,7,5,0,0,212.6931418,506.66421,234.957627,104.9390466,336.0871014,0,1395.3411268,0,5,13.375,8,0,0,1,0,"normal"
"1510",2017-08-18,6,8,0,1,121.5064824,479.4141346,222.0371738,110.66121,262.7338306,0,1196.3528314,0,6,19.6625,7,0,0,0,0,"normal"
"1018",2016-04-13,4,4,0,0,94.23832287,264.6077674,103.9352996,51.83631501,205.0539121,0,719.67161698,0,5,9.75,11,10,0,0,0,"kalt"
"1771",2018-05-06,1,5,0,0,56.22581881,376.9398012,204.5540399,70.86162291,203.1807861,0,911.76206892,0,0,18.9125,10,0,0,0,0,"normal"
"1840",2018-07-14,7,7,0,1,212.0001886,630.6868203,361.8839707,82.40502278,274.1250887,0,1561.10109108,0,7,17.7625,12,0,0,0,0,"normal"
"822",2015-09-30,4,9,0,0,115.1682508,314.1438538,112.4333513,59.60833916,237.2207727,0,838.57456776,0,0,15.375,6,0,0,0,0,"normal"
"233",2014-02-18,3,2,0,0,101.1288081,275.5018668,100.9272753,93.89714079,285.6967166,51.74052119,908.89232878,0,7,7.8,8,10,0,0,0,"kalt"
"919",2016-01-05,3,1,0,1,105.3100392,291.599757,101.2395484,134.3760942,241.3535257,0,873.8789645,0,1,-3.625,14,5,0,0,0,"kalt"
"250",2014-03-07,6,3,0,0,115.2973557,293.2955749,120.373697,122.2180611,211.3660121,44.78240942,907.33311022,0,6,11.275,10,5,0,0,0,"normal"
"1376",2017-04-06,5,4,0,0,142.7389668,254.3389645,118.8695141,83.04601102,232.449965,0,831.44342142,0,6,10,17,0,0,0,0,"kalt"
"1861",2018-08-04,7,8,0,1,194.712701,735.6583193,453.1688808,92.41420952,368.8617663,0,1844.81587692,0,4,25.1375,12,0,0,0,0,"warm"
"308",2014-05-04,1,5,0,0,0,0,0,0,0,0,0,0,7,9.6,11,0,0,0,0,"kalt"
"1160",2016-09-02,6,9,0,1,85.20459716,387.2120259,161.9324377,81.78779217,307.4860446,0,1023.62289753,0,4,19.125,8,61,0,0,0,"normal"
"342",2014-06-07,7,6,0,0,199.2828266,753.4435382,294.1929565,65.08788661,442.520093,103.0490075,1857.57630841,0,0,17.9625,8,0,0,1,0,"normal"
"1204",2016-10-16,1,10,0,0,74.55345272,531.4450031,213.1362831,67.80596768,225.5952723,0,1112.5359789,0,8,11.375,6,10,0,0,0,"normal"
"343",2014-06-08,1,6,0,0,116.1341026,681.1866407,280.5333512,105.3359923,386.9748069,78.00075105,1648.16564475,0,6,22.1,12,21,1,1,0,"warm"
"723",2015-06-23,3,6,0,0,122.481454,423.1358502,172.4070572,128.3871774,270.7269574,0,1117.1384962,1,5,16.5,10,21,0,0,0,"normal"
"1211",2016-10-23,1,10,0,1,71.39268486,432.0756538,184.3024638,53.50042549,318.5314762,0,1059.80270415,0,7,8.625,4,21,0,0,0,"kalt"
"2093",2019-03-24,1,3,0,0,116.6275123,568.4363787,367.3487961,66.31581494,372.1188655,0,1490.84736754,0,4,7.6625,12,0,0,0,0,"kalt"
"1015",2016-04-10,1,4,0,0,52.04364072,396.7481476,129.3526612,61.34001674,244.0330685,0,883.51753476,0,7,10.875,13,0,0,0,0,"normal"
"1290",2017-01-10,3,1,0,0,114.5366122,204.4674431,70.61140483,106.3598534,203.0786635,0,699.05397703,0,7,2.625,9,10,0,0,0,"kalt"
"582",2015-02-02,2,2,0,0,159.2543537,338.3272102,117.7592193,101.3496158,317.4076414,0,1034.0980404,0,6,1,10,22,0,0,0,"kalt"
"1032",2016-04-27,4,4,0,0,109.9000436,245.3989262,80.87256022,76.7473989,241.6305846,0,754.54951352,0,7,4.875,8,61,0,0,0,"kalt"
"282",2014-04-08,3,4,0,0,104.7112618,353.5235296,147.6399986,112.4957455,290.1836097,81.53803045,1090.09217565,0,7,9.8125,19,61,0,0,0,"kalt"
"1786",2018-05-21,2,5,0,0,0,0,0,0,0,0,0,0,0,18.5125,16,5,1,0,1,"normal"
"1168",2016-09-10,7,9,0,0,140.3767872,507.6899037,280.0094624,85.82469915,261.8239434,0,1275.72479585,0,0,23.875,6,0,0,0,0,"warm"
"982",2016-03-08,3,3,0,0,121.4708194,266.5171314,73.23172115,80.67754043,254.2309278,0,796.12814018,0,6,5,10,61,0,0,0,"kalt"
"1219",2016-10-31,2,10,0,0,116.8600318,326.8769817,116.9579392,95.06649535,206.8019355,0,862.56338355,0,7,12.125,6,61,1,0,0,"normal"
"1772",2018-05-07,2,5,0,0,134.4869833,332.9931154,149.5142208,72.28678083,191.1514572,0,880.43255753,0,0,20.825,11,0,0,0,0,"warm"
"108",2013-10-16,4,10,0,1,146.0705835,324.7575293,143.1480865,95.99951402,288.9182581,72.96587646,1071.85984788,0,8,12.275,7,0,0,0,0,"normal"
"442",2014-09-15,2,9,0,0,154.5566914,329.7711258,168.5821507,94.20035103,246.3619523,0,993.47227123,0,2,19.75,13,0,0,0,0,"normal"
"31",2013-07-31,4,7,0,1,144.7454318,667.8422243,321.0759206,96.77209581,426.985804,90.70616381,1748.12764032,0,5,20.275,16,65,0,0,0,"warm"
"1381",2017-04-11,3,4,0,1,142.4508581,358.6647573,178.8572176,172.589776,246.5835978,0,1099.1462068,0,5,8.75,18,21,0,0,0,"kalt"
"531",2014-12-13,7,12,1,0,124.9566844,401.0727219,141.5321787,54.05611059,318.6599553,0,1040.27765089,0,5,4.75,10,61,0,0,0,"kalt"
"787",2015-08-26,4,8,0,1,91.61689441,455.6059666,201.9866677,106.5810566,318.9735525,0,1174.76413781,0,5,22.125,9,0,0,0,0,"warm"
"46",2013-08-15,5,8,0,0,164.7637954,538.2312628,266.5754089,94.22729029,416.6100378,85.97356693,1566.38136212,0,3,19.8,8,0,0,0,0,"normal"
"316",2014-05-12,2,5,0,0,117.6372449,328.9273327,123.8355173,68.1643312,228.7024801,84.94523792,952.21214412,0,7,12.7,14,63,0,0,0,"normal"
"1915",2018-09-27,5,9,0,0,162.9220722,332.1568342,137.6191273,99.47084127,308.5718475,0,1040.74072247,0,7,17.6,13,0,0,0,0,"normal"
"193",2014-01-09,5,1,0,0,113.5415259,260.4396749,83.99807886,84.51109623,243.430253,48.65393772,834.57456661,0,7,9.6125,16,61,0,0,0,"kalt"
"831",2015-10-09,6,10,0,0,149.2516077,368.4198186,124.4796757,108.60099,347.1875452,0,1097.9396372,0,7,11.125,7,21,0,0,0,"normal"
"1859",2018-08-02,5,8,0,1,184.6020153,606.9124581,345.5908026,76.54505455,296.6372919,0,1510.28762245,0,0,26.1875,10,0,0,0,0,"warm"
"1129",2016-08-02,3,8,0,1,135.7219546,640.3592885,307.1958897,70.11830167,291.774754,0,1445.17018847,0,4,19.75,7,20,0,0,0,"normal"
"1981",2018-12-02,1,12,1,0,80.74546328,425.1082349,221.3083373,65.01950477,294.5455498,0,1086.72709005,0,7,8.15,8,61,0,0,0,"kalt"
"991",2016-03-17,5,3,0,0,171.3948431,292.6670196,102.1155524,148.7517388,259.1974137,0,974.1265676,0,0,9.25,12,0,0,0,0,"kalt"
"1384",2017-04-14,6,4,0,0,0,0,0,0,0,0,0,0,7,9.25,12,63,1,0,0,"kalt"
"164",2013-12-11,4,12,1,0,85.90798192,258.730733,76.93945689,60.80765901,155.8147783,93.86569135,732.06630047,0,7,5.025,9,10,0,0,0,"kalt"
"1908",2018-09-20,5,9,0,0,179.5937337,395.5320636,140.3587231,55.99404966,367.9423972,0,1139.42096726,0,0,0,0,0,0,0,0,"kalt"
"825",2015-10-03,7,10,0,0,59.60514138,473.9474285,186.5502577,79.65029753,295.846114,0,1095.59923911,0,2,14.375,9,0,1,0,0,"normal"
"84",2013-09-22,1,9,0,0,86.66689738,500.5796178,216.0255975,98.18606762,359.9953803,59.03154643,1320.48510703,0,6,17.1375,14,21,0,0,0,"normal"
"1588",2017-11-04,7,11,0,0,133.7951538,400.0400159,133.3060132,82.37318446,238.7486872,0,988.26305456,0,0,10.2625,5,0,0,0,0,"normal"
"1830",2018-07-04,4,7,0,0,109.3647201,442.8036439,176.7965134,88.29381515,320.56042,0,1137.81911255,0,5,19.7,9,0,0,0,0,"normal"
"1625",2017-12-11,2,12,1,0,64.11149173,202.0539979,66.8512774,99.9899199,162.3901263,0,595.39681323,0,8,2.2375,14,61,0,0,0,"kalt"
"1658",2018-01-13,7,1,0,0,109.6225948,326.1347968,102.9124371,71.62830519,256.5855944,0,866.88372829,0,8,1.275,8,10,0,0,0,"kalt"
"19",2013-07-19,6,7,0,1,161.6351152,646.7889598,287.1882863,82.68268688,369.4003893,41.35703354,1589.05247102,0,3,22.475,16,5,0,0,0,"warm"
"602",2015-02-22,1,2,0,0,70.46314683,560.2802561,189.3942971,44.05448613,465.6619821,0,1329.85416826,0,5,5.25,13,0,0,0,0,"kalt"
"639",2015-03-31,3,3,0,0,101.6204229,339.7138836,79.35770183,80.69154393,249.1698495,0,850.55340176,0,7,6.375,35,61,0,0,0,"kalt"
"1570",2017-10-17,3,10,0,1,77.24297404,314.894199,130.2998616,50.72470585,243.6544368,0,816.81617729,0,7,14.725,13,0,0,0,0,"normal"
"332",2014-05-28,4,5,0,0,190.5531845,440.7533843,196.5349299,57.12451296,317.6656357,62.18223813,1264.81388549,0,7,10.2,22,21,0,1,0,"normal"
"2153",2019-05-23,5,5,0,0,125.3160246,360.0108953,124.2380424,0,243.0972397,0,852.662202,0,5,18.2375,10,0,0,0,0,"normal"
"1480",2017-07-19,4,7,0,0,126.6174605,480.7011109,264.2621749,123.0580476,272.9747388,0,1267.6135327,0,1,22.5,13,0,0,0,0,"warm"
"911",2015-12-28,2,12,0,1,127.3852249,380.7981375,165.711268,177.333348,249.8314888,0,1101.0594672,0,8,4.75,11,0,0,0,0,"kalt"
"1973",2018-11-24,7,11,0,0,152.9308581,358.186542,176.6199136,148.6203403,274.8262275,0,1111.1838815,0,8,3.025,4,10,0,0,0,"kalt"
"273",2014-03-30,1,3,0,0,77.07187295,541.041022,158.4017539,85.70528524,322.4507822,73.50445348,1258.17516977,0,0,11.2625,8,28,0,0,0,"normal"
"1103",2016-07-07,5,7,0,0,0,0,0,0,0,0,0,0,6,18.25,11,21,0,0,0,"normal"
"1360",2017-03-21,3,3,0,0,126.9273708,234.5772224,92.13727413,46.93695989,216.7054237,0,717.28425092,0,5,8.75,20,21,0,0,0,"kalt"
"836",2015-10-14,4,10,0,0,111.0501693,372.0528201,149.5406226,113.6789312,263.7467388,0,1010.069282,0,7,9,11,61,0,0,0,"kalt"
"1443",2017-06-12,2,6,0,0,134.798408,321.6266994,133.1456435,85.12931793,224.8602567,0,899.56032553,0,7,16.25,16,61,0,0,0,"normal"
"1320",2017-02-09,5,2,0,0,119.3374532,250.4905633,107.6399848,48.86493306,244.5976949,0,770.93062926,0,8,-2.125,11,22,0,0,0,"kalt"
"565",2015-01-16,6,1,0,0,131.9139501,314.4421791,135.0421154,85.47233068,294.5764047,0,961.44697998,0,6,6.75,13,0,0,0,0,"kalt"
"519",2014-12-01,2,12,1,0,128.4541153,270.5944085,119.4279262,58.33659124,256.6081638,0,833.42120504,0,7,-2,13,10,0,0,0,"kalt"
"1924",2018-10-06,7,10,0,1,151.0462109,480.4542224,201.2817538,67.85098891,322.4153434,0,1223.04851941,0,1,14.3375,6,10,0,0,0,"normal"
"1306",2017-01-26,5,1,0,0,116.6768516,248.4218891,57.76485894,51.31696069,255.7820689,0,729.96262923,0,6,1,7,10,0,0,0,"kalt"
"552",2015-01-03,7,1,0,1,146.7254665,495.4836862,170.9630777,133.991008,277.8334318,0,1224.9966702,0,7,4.875,25,69,0,0,0,"kalt"
"672",2015-05-03,1,5,0,0,49.1824014,467.8333866,154.5036195,54.87035925,273.7529584,0,1000.14272515,0,1,14.75,12,61,0,0,0,"normal"
"1934",2018-10-16,3,10,0,1,100.0496583,366.1159561,174.5706163,122.9009897,272.6209401,0,1036.2581605,0,7,19.0625,6,10,0,0,0,"normal"
"505",2014-11-17,2,11,0,0,138.7522466,332.9049752,142.1879755,91.03458973,291.7916736,0,996.67146063,0,7,9.625,7,10,0,0,0,"kalt"
"1646",2018-01-01,2,1,0,0,0,0,0,0,0,0,0,0,6,6.6125,17,61,1,0,0,"kalt"
"1247",2016-11-28,2,11,1,0,112.6587656,250.1968547,93.45311348,88.88362144,195.6989571,0,740.89131232,0,1,2.875,11,0,0,0,0,"kalt"
"559",2015-01-10,7,1,0,0,67.95483948,349.3445315,122.2656902,98.72402358,304.3346714,0,942.62375616,0,6,10,28,61,0,0,0,"kalt"
"1445",2017-06-14,4,6,0,0,107.8222101,329.5961457,141.3102448,125.2322208,241.8786667,0,945.8394881,0,7,19.125,9,0,0,0,0,"normal"
"8",2013-07-08,2,7,0,1,135.500244,538.5292499,195.1587943,49.50002386,285.2333825,48.6054,1252.52709456,0,0,22.725,10,5,0,0,0,"warm"
"865",2015-11-12,5,11,0,0,68.12509701,240.9658971,114.1718473,75.94295435,216.2397859,0,715.44558166,0,2,13.125,17,0,0,0,0,"normal"
"1571",2017-10-18,4,10,0,1,107.7164458,291.3001085,74.71078787,72.7722092,252.2217518,0,798.72130317,0,4,14.8125,6,0,0,0,0,"normal"
"210",2014-01-26,1,1,0,0,65.48832385,483.6594348,180.1423332,152.3704614,336.2277037,110.4854536,1328.37371055,0,1,-8.475,10,10,0,0,0,"kalt"
"2114",2019-04-14,1,4,0,1,105.9267576,465.5117918,224.5280515,0,360.7606692,0,1156.7272701,0,7,5.9375,16,61,0,0,0,"kalt"
"1135",2016-08-08,2,8,0,1,164.1857398,590.3646393,277.8813424,114.2661349,376.1083311,0,1522.8061875,0,5,19,18,21,0,0,0,"normal"
"134",2013-11-11,2,11,0,0,124.5804856,277.9109099,120.1626417,78.11319983,242.681615,36.01214441,879.46099644,0,2,8.3125,5,0,0,0,0,"kalt"
"429",2014-09-02,3,9,0,0,93.40321127,458.4022375,240.2854803,83.57188589,288.6140382,0,1164.27685316,0,2,18.375,13,0,0,0,0,"normal"
"974",2016-02-29,2,2,0,0,100.7346923,213.5740734,85.46709392,58.49088966,191.6650151,0,649.93176438,0,7,2.125,10,0,0,0,0,"kalt"
"2125",2019-04-25,5,4,0,0,147.3569833,384.8248032,218.1020085,0,212.5871977,0,962.8709927,0,0,19.6125,7,0,0,0,0,"normal"
"1338",2017-02-27,2,2,0,0,122.569496,309.3864024,84.71669767,82.43657536,225.7885742,0,824.89774563,0,8,10.75,11,0,0,0,0,"normal"
"1505",2017-08-13,1,8,0,1,80.27513716,537.1918036,317.9818279,70.48582853,409.881574,0,1415.81617119,0,4,17.825,11,21,0,0,0,"normal"
"152",2013-11-29,6,11,1,0,104.9664634,270.6049867,98.13539835,66.14961914,198.6437627,95.82142842,834.32165871,0,8,5.9875,11,63,0,0,0,"kalt"
"457",2014-09-30,3,9,0,0,125.3170106,419.2954094,171.7088641,55.90600095,297.2087658,0,1069.43605085,0,7,16.5,5,61,0,0,0,"normal"
"1683",2018-02-07,4,2,0,0,101.4195393,195.5137311,108.2694936,100.3459961,243.4492681,0,748.9980282,0,0,-1.285714,4,5,0,0,0,"kalt"
"2041",2019-01-31,5,1,0,0,154.0034174,259.8444744,122.7739763,80.50777661,333.9202896,0,951.04993431,0,7,1.4,7,20,0,0,0,"kalt"
"1180",2016-09-22,5,9,0,0,124.0633502,333.4917109,121.8127939,73.15408111,246.2384764,0,898.76041251,0,4,18.5,6,0,0,0,0,"normal"
"1733",2018-03-29,5,3,0,1,369.6278902,405.9472763,266.2013045,27.43372586,330.6128592,0,1399.82305606,0,7,0.9,8,71,0,1,0,"kalt"
"390",2014-07-25,6,7,0,1,145.1317991,570.6298989,272.2410805,79.27951512,310.3804702,0,1377.66276382,0,0,26.325,18,0,0,0,0,"warm"
