"","Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Gruppe_1","Gruppe_2","Gruppe_3","Gruppe_4","Gruppe_5","Gruppe_6"
"2125","25.11.2015",7,5.125,7,61,NA,77.28177092,255.1154258,82.00433746,86.54776642,236.8140196,NA
"2126","25.11.2016",7,4,4,45,NA,82.92379726,273.0121019,100.6901632,92.9288104,209.3769767,NA
"2127","25.11.2017",7,2.775,5,45,NA,100.8946432,266.3940998,83.55718033,98.93091789,173.3878689,NA
"2128","25.11.2018",8,5.1625,12,53,NA,110.2855738,429.7401618,240.3666729,51.03493911,323.24149,NA
"2129","25.12.2013",6,8.5625,13,21,NA,NA,NA,NA,NA,NA,NA
"2130","25.12.2014",7,3.125,17,71,NA,NA,NA,NA,NA,NA,NA
"2131","25.12.2015",2,7.875,14,0,NA,NA,NA,NA,NA,NA,NA
"2132","25.12.2016",7,9.375,16,61,NA,NA,NA,NA,NA,NA,NA
"2133","25.12.2017",7,8.7,14,61,NA,NA,NA,NA,NA,NA,NA
"2134","25.12.2018",7,6.3625,16,NA,NA,NA,NA,NA,NA,NA,NA
"2135","26.01.2012",2,0.3625,12,NA,NA,NA,NA,NA,NA,NA,NA
"2136","26.01.2014",1,-8.475,10,10,NA,65.48832385,483.6594348,180.1423332,152.3704614,336.2277037,110.4854536
"2137","26.01.2015",7,3.375,10,61,NA,150.5167872,285.7832355,94.86776588,68.80197642,214.3164884,NA
"2138","26.01.2016",7,7.875,9,NA,NA,93.19431146,221.1278019,56.12550916,74.3282045,232.7663018,NA
"2139","26.01.2017",6,1,7,10,NA,116.6768516,248.4218891,57.76485894,51.31696069,255.7820689,NA
"2140","26.01.2018",6,5.9625,5,45,NA,98.05568395,274.6339392,79.48711894,100.4054351,241.0038257,NA
"2141","26.01.2019",7,3.8375,7,61,NA,175.4151248,331.0586732,181.7714001,76.13560598,290.5385534,NA
"2142","26.02.2012",1,4.675,8,NA,NA,NA,NA,NA,NA,NA,NA
"2143","26.02.2014",5,10.1875,8,NA,NA,95.01735661,311.3767042,128.531265,83.09566148,246.4062773,64.6372397
"2144","26.02.2015",5,6.625,10,0,NA,104.0179588,245.5208467,61.82861411,89.48541075,203.8461745,NA
"2145","26.02.2016",6,3.625,8,NA,NA,73.62230804,254.7727132,89.29700547,62.19496443,187.6110482,NA
"2146","26.02.2017",7,7.5,11,61,NA,51.78036187,428.9135861,158.0973636,79.56110363,285.7711336,NA
"2147","26.02.2018",5,-1.5375,18,NA,NA,86.30756338,228.5504224,62.71948807,86.08343215,211.6249883,NA
"2148","26.02.2019",0,10.85,7,5,NA,132.2117693,271.7717768,130.1184154,55.08608971,254.8838939,NA
"2149","26.03.2012",7,8.4875,8,51,NA,NA,NA,NA,NA,NA,NA
"2150","26.03.2014",5,7.85,11,21,NA,164.0737099,316.014622,102.5145883,58.9219511,274.4994421,66.10806726
"2151","26.03.2015",7,7.125,9,0,NA,126.9095616,303.6558124,93.32292571,57.19567341,266.972587,NA
"2152","26.03.2016",1,9.75,9,0,NA,233.4362591,603.6956403,284.6812508,139.225675,481.6549579,NA
"2153","26.03.2017",3,9.375,7,0,NA,85.21878672,439.1345578,147.7493706,72.24081297,303.3046885,NA
"2154","26.03.2018",7,5.0375,8,61,NA,148.3653638,248.3899269,113.5847239,65.41878708,242.9263558,NA
"2155","26.03.2019",7,7.8375,16,21,NA,120.9229401,310.6382682,134.1096595,47.36515732,287.3396751,NA
"2156","26.04.2012",6,14.1875,14,60,NA,NA,NA,NA,NA,NA,NA
"2157","26.04.2014",0,15.45,11,NA,NA,143.988134,586.9984276,199.6262054,50.36601011,302.8620501,21.7657392
"2158","26.04.2015",8,7,11,61,NA,71.00712706,399.8205712,112.9506501,49.63962911,252.6673526,NA
"2159","26.04.2016",7,2.5,7,75,NA,110.8119273,259.4586541,71.83235731,69.76901633,231.3864109,NA
"2160","26.04.2017",6,7.625,7,61,NA,82.11249549,249.875361,91.97993408,66.50315694,217.4007062,NA
"2161","26.04.2018",6,11.0875,18,61,NA,132.0243462,250.8274445,122.0682135,68.64351164,240.1641336,NA
"2162","26.04.2019",7,14.975,16,95,NA,140.1421035,381.8835663,211.022624,NA,245.0696783,NA
"2163","26.05.2012",4,21.45,8,NA,NA,NA,NA,NA,NA,NA,NA
"2164","26.05.2013",7,14.1625,15,63,NA,NA,NA,NA,NA,NA,NA
"2165","26.05.2014",0,19.9625,13,NA,NA,117.2653845,387.7892042,138.5562657,113.1981699,234.8304212,75.75567812
"2166","26.05.2015",6,13,14,21,NA,126.8856452,381.669745,143.9021249,55.76577118,220.4720028,NA
"2167","26.05.2016",7,14.375,6,61,NA,118.0589613,382.7758741,107.9028598,71.28447133,306.9946925,NA
"2168","26.05.2017",0,20.75,6,0,NA,127.2271589,477.8725956,214.8449899,77.184747,225.0100733,NA
"2169","26.05.2018",0,19.875,11,5,NA,152.9994221,576.1598768,311.4075091,90.65510656,256.3028115,NA
"2170","26.05.2019",7,13.625,10,61,NA,91.84854118,504.3993041,217.119955,NA,396.7622193,NA
"2171","26.06.2012",6,14.3,18,20,NA,NA,NA,NA,NA,NA,NA
"2172","26.06.2013",7,13.825,18,61,1,NA,NA,NA,NA,NA,NA
"2173","26.06.2014",6,17.575,8,63,1,139.6448339,583.73387,231.9442145,75.70946172,379.5673588,NA
"2174","26.06.2015",7,19.25,5,61,1,148.8373504,517.6671639,181.1114629,142.966082,304.2399377,NA
"2175","26.06.2016",5,19.25,11,0,1,70.96619775,673.0584087,240.6743294,94.2234768,265.4561467,NA
"2176","26.06.2017",3,17.375,16,21,NA,155.5432287,343.4166999,161.6486944,88.51172635,270.9788653,NA
"2177","26.06.2018",3,20.075,6,21,NA,126.7271707,353.7359515,187.4712265,112.8046666,413.524339,NA
"2178","26.06.2019",0,26.0375,16,5,1,NA,NA,NA,NA,NA,NA
"2179","26.07.2012",1,22.5875,8,NA,NA,NA,NA,NA,NA,NA,NA
"2180","26.07.2013",3,27.2625,6,NA,NA,147.2720844,718.0166481,352.2938833,68.12220209,331.5220918,61.95597236
"2181","26.07.2014",6,22.375,10,21,NA,171.3215235,685.4994746,325.575891,129.3801767,318.191646,NA
"2182","26.07.2015",5,16.75,19,61,NA,128.2854167,705.5892633,282.7342028,77.59632672,372.8110267,NA
"2183","26.07.2016",3,21.875,9,20,NA,192.3817705,591.4052939,311.1862063,71.30373447,347.1476132,NA
"2184","26.07.2017",0,20.875,10,NA,NA,182.4448224,507.8201792,287.6115856,164.4957128,280.9214507,NA
"2185","26.07.2018",0,28.875,12,5,NA,202.5372589,628.2877631,339.6410982,104.1044938,326.0060638,NA
"2186","26.07.2019",0,26.925,14,5,NA,NA,NA,NA,NA,NA,NA
"2187","26.08.2012",6,17.325,14,95,NA,NA,NA,NA,NA,NA,NA
"2188","26.08.2013",0,20.125,15,5,NA,165.8290317,451.5367408,244.9363705,66.70421854,368.7257685,66.4826351
"2189","26.08.2014",3,17.325,7,NA,NA,143.8422602,468.6470469,212.3531222,59.57340183,297.8268984,NA
"2190","26.08.2015",5,22.125,9,NA,NA,91.61689441,455.6059666,201.9866677,106.5810566,318.9735525,NA
"2191","26.08.2016",0,27.75,13,NA,NA,113.8576517,457.3089602,166.4020645,91.74361182,298.4714911,NA
"2192","26.08.2017",4,19.525,7,0,NA,175.2963515,564.4536181,252.888849,73.63516793,339.9918285,NA
"2193","26.08.2018",3,16.9875,12,21,NA,116.0377174,527.488146,335.6139712,86.14753473,425.1859629,NA
"2194","26.09.2012",7,12.5625,6,61,NA,NA,NA,NA,NA,NA,NA
"2195","26.09.2013",1,12.9875,12,NA,NA,203.3143452,348.8625096,111.33144,74.56206144,287.7935336,29.26200266
"2196","26.09.2014",7,16.75,13,61,NA,117.37743,379.3449366,144.7697251,103.2749744,350.315063,NA
"2197","26.09.2015",4,15.25,7,21,NA,157.8745832,516.8670824,167.2564001,72.3286239,259.4795396,NA
"2198","26.09.2016",4,18.25,6,0,NA,100.6870074,288.9249726,100.656797,66.75880491,200.7295755,NA
"2199","26.09.2017",7,15.725,12,10,NA,151.541843,340.4331483,114.2135232,111.4768385,251.236254,NA
"2200","26.09.2018",7,14.2375,16,61,NA,112.597491,334.757517,119.1452161,64.46565404,278.1796523,NA
"2201","26.10.2012",5,5.1875,8,NA,NA,NA,NA,NA,NA,NA,NA
"2202","26.10.2013",5,16.775,10,21,NA,161.6788053,403.1763803,189.2422023,128.4730763,260.8129435,89.46403275
"2203","26.10.2014",5,12.75,9,0,NA,116.4878868,623.5654867,312.5559622,68.32223129,370.5367052,NA
"2204","26.10.2015",0,11.375,6,0,NA,133.3150782,328.7381635,152.9165256,164.8589813,266.1803045,NA
"2205","26.10.2016",6,7.375,6,10,NA,75.17811534,289.4269129,124.8149944,94.56285146,227.3502664,NA
"2206","26.10.2017",5,13.475,12,NA,NA,121.9023001,342.8515654,127.4897858,52.38390501,211.3105721,NA
"2207","26.10.2018",7,10.325,9,63,NA,130.3635719,354.2268666,135.3664466,60.56041396,286.478389,NA
"2208","26.11.2012",6,8.1625,10,NA,NA,NA,NA,NA,NA,NA,NA
"2209","26.11.2013",2,2.3125,6,NA,NA,123.4317032,270.0667806,102.0587746,81.36146472,246.4706582,111.8911457
"2210","26.11.2014",3,5.625,8,NA,NA,98.54213475,289.6315227,136.4663088,86.92751046,262.2532491,NA
"2211","26.11.2015",0,5.5,7,NA,NA,88.58643437,275.0949107,85.8963225,83.3440894,255.6716014,NA
"2212","26.11.2016",7,5.875,10,61,NA,116.6391765,352.306887,129.9828343,121.1412033,210.8543078,NA
"2213","26.11.2017",7,4.65,12,61,NA,56.18396097,462.0205104,145.5394097,171.5265752,223.7278096,NA
"2214","26.11.2018",7,4.95,12,61,NA,175.5314323,255.9241629,110.0268233,60.67336237,205.7479908,NA
"2215","26.12.2013",6,3.775,6,28,NA,NA,NA,NA,NA,NA,NA
"2216","26.12.2014",6,0,6,22,NA,NA,NA,NA,NA,NA,NA
"2217","26.12.2015",7,12.75,18,63,NA,NA,NA,NA,NA,NA,NA
"2218","26.12.2016",4,6.875,25,22,NA,NA,NA,NA,NA,NA,NA
"2219","26.12.2017",7,6.25,14,61,NA,NA,NA,NA,NA,NA,NA
"2220","26.12.2018",7,7.9125,12,0,NA,NA,NA,NA,NA,NA,NA
"2221","27.01.2012",8,-1,10,71,NA,NA,NA,NA,NA,NA,NA
"2222","27.01.2014",5,0.7,9,69,NA,177.7976393,228.4378109,75.44598597,77.68677097,223.18861,120.9802095
"2223","27.01.2015",2,4.875,13,NA,NA,141.5187927,286.8020252,127.2298955,104.6068532,259.8950217,NA
"2224","27.01.2016",7,10.375,15,61,NA,86.55092892,226.3250229,104.4966188,76.67507307,219.9911703,NA
"2225","27.01.2017",0,2.142857,7,5,NA,88.2521353,247.1381979,88.96931648,100.7596833,234.6343931,NA
"2226","27.01.2018",8,5.6375,9,10,NA,130.9450386,245.3090386,104.3681625,83.91000408,238.5085994,NA
"2227","27.01.2019",8,4.9375,7,61,NA,49.38183136,404.6787743,190.4115412,109.325352,258.2257201,NA
"2228","27.02.2012",8,3.725,12,61,NA,NA,NA,NA,NA,NA,NA
"2229","27.02.2014",1,8.8875,7,10,NA,142.5990195,300.1683854,124.0461747,101.2366493,258.6295437,23.8681795
"2230","27.02.2015",7,4.5,9,61,NA,101.5142161,268.7050129,107.7877377,71.49972182,212.6641194,NA
"2231","27.02.2016",4,1.5,5,45,NA,77.33927652,344.4397275,112.7340429,58.7824685,256.0259617,NA
"2232","27.02.2017",8,10.75,11,NA,NA,122.569496,309.3864024,84.71669767,82.43657536,225.7885742,NA
"2233","27.02.2018",6,-3.425,16,71,NA,66.99030159,219.8720371,80.05202827,99.4218471,177.9901117,NA
"2234","27.02.2019",1,13.4125,10,5,NA,91.35926776,256.6384432,118.5491784,55.31705247,276.635982,NA
"2235","27.03.2012",4,15.5,10,NA,NA,NA,NA,NA,NA,NA,NA
"2236","27.03.2014",6,5.1,12,NA,NA,217.5957073,384.8269565,106.4992306,54.52801483,270.9726843,100.8016227
"2237","27.03.2015",7,7,7,61,NA,113.2051213,320.9380565,117.8757962,78.24114217,293.1895821,NA
"2238","27.03.2016",7,8.625,12,61,NA,92.20093919,684.1711627,189.788106,221.3775488,321.2385516,NA
"2239","27.03.2017",0,12.5,11,10,NA,162.6602073,281.6581523,105.1191146,81.24193873,178.2027169,NA
"2240","27.03.2018",7,5.325,9,10,NA,156.7223063,319.9866331,134.7582326,70.22728397,282.9241966,NA
"2241","27.03.2019",8,8.375,14,61,NA,122.1450283,250.5939292,128.2545382,80.77920774,310.9508833,NA
"2242","27.04.2012",5,14.925,12,25,NA,NA,NA,NA,NA,NA,NA
"2243","27.04.2014",0,16.225,16,NA,NA,67.57912698,584.5775497,195.5016103,149.2440784,249.3010475,45.37601296
"2244","27.04.2015",4,10.125,11,NA,NA,151.1748335,291.7523463,114.7000138,49.48981734,197.5647435,NA
"2245","27.04.2016",7,4.875,8,61,NA,109.9000436,245.3989262,80.87256022,76.7473989,241.6305846,NA
"2246","27.04.2017",6,8.625,13,61,NA,98.07151046,307.5301072,86.54144529,59.7710397,193.5719321,NA
"2247","27.04.2018",5,13.0875,8,0,NA,64.07361681,274.4302601,112.2911049,50.35031649,217.3256672,NA
"2248","27.04.2019",5,16.2125,13,0,NA,145.2765971,473.4334581,273.7187012,NA,238.2808722,NA
"2249","27.05.2012",1,19.875,10,NA,NA,NA,NA,NA,NA,NA,NA
"2250","27.05.2013",6,14.7875,10,NA,NA,NA,NA,NA,NA,NA,NA
"2251","27.05.2014",7,12.8875,21,21,NA,114.8503436,424.223658,142.3455219,81.5364761,280.0874419,153.3111996
"2252","27.05.2015",7,12.625,13,61,NA,102.2212428,358.8951553,119.5851214,107.2113445,210.0160617,NA
"2253","27.05.2016",4,15.875,9,61,NA,132.3595051,428.0822786,155.7498887,61.3250235,279.9689029,NA
"2254","27.05.2017",0,24.75,7,NA,NA,128.5876092,466.4449866,242.8026487,74.79502744,298.6415147,NA
"2255","27.05.2018",7,16.425,12,20,NA,99.67054215,551.7858897,311.2047245,94.23142547,296.4556721,NA
"2256","27.05.2019",6,15.2625,13,NA,NA,135.0898849,343.5560642,148.5597558,NA,319.4879259,NA
"2257","27.06.2012",8,14.5625,10,NA,NA,NA,NA,NA,NA,NA,NA
"2258","27.06.2013",7,12.55,10,61,1,NA,NA,NA,NA,NA,NA
"2259","27.06.2014",4,20.1625,7,95,1,149.1996198,595.2043071,232.1659298,44.58370215,371.3246199,NA
"2260","27.06.2015",7,19.375,16,61,1,169.7970381,708.7006901,274.5942553,75.40489248,428.4331111,NA
"2261","27.06.2016",7,19.375,10,61,NA,163.7470996,457.7260321,145.1382603,69.26995529,298.5629725,NA
"2262","27.06.2017",3,16.375,9,NA,NA,135.4900186,352.8636551,134.9334576,177.5918108,233.9345599,NA
"2263","27.06.2018",0,22.0125,11,5,NA,98.37427391,381.3273518,176.5201248,87.34195661,237.7970687,NA
"2264","27.06.2019",6,17.175,14,NA,1,NA,NA,NA,NA,NA,NA
"2265","27.07.2012",1,26.075,10,NA,NA,NA,NA,NA,NA,NA,NA
"2266","27.07.2013",1,26.1625,10,NA,NA,161.4033578,855.6190953,382.96588,51.27499929,358.8927145,70.06451701
"2267","27.07.2014",3,25.55,12,21,NA,90.18163349,782.1783704,336.7029529,141.5937617,360.0723618,NA
"2268","27.07.2015",7,15.875,8,61,NA,133.3757811,596.4208416,254.8155452,97.38517638,294.6341,NA
"2269","27.07.2016",4,21.375,6,NA,NA,159.9971225,599.4708008,296.7873176,108.2896737,274.0369192,NA
"2270","27.07.2017",6,19.5,10,61,NA,239.0669409,582.5497702,264.3477426,112.8194595,274.7247777,NA
"2271","27.07.2018",0,27.5875,16,5,NA,198.2255226,677.4158443,333.7740986,110.6458318,297.8678529,NA
"2272","27.07.2019",4,23.5375,21,5,NA,NA,NA,NA,NA,NA,NA
"2273","27.08.2012",2,17.8625,12,NA,NA,NA,NA,NA,NA,NA,NA
"2274","27.08.2013",1,21.0875,12,NA,NA,118.4736504,442.3183521,251.0530432,102.369989,305.7720044,98.55354954
"2275","27.08.2014",1,19.875,9,NA,NA,141.1245408,552.6312352,203.4765689,61.68048459,357.7321012,NA
"2276","27.08.2015",6,18.125,12,61,NA,141.9117799,413.8859885,189.0800531,65.48026935,302.4913897,NA
"2277","27.08.2016",0,20.375,8,NA,NA,143.7280503,591.8394254,277.9031003,78.49406319,431.8834482,NA
"2278","27.08.2017",4,19.6625,13,21,NA,60.39041958,555.6177379,213.9942787,88.9842612,317.5001754,NA
"2279","27.08.2018",6,16.5375,13,63,NA,145.1583674,367.3505936,165.7576569,108.1209537,307.8754168,NA
"2280","27.09.2012",7,13.2,10,61,NA,NA,NA,NA,NA,NA,NA
"2281","27.09.2013",5,13.0125,8,21,NA,135.5072917,337.8946471,102.1878641,66.20325188,283.2060619,56.22745791
"2282","27.09.2014",2,16.375,14,NA,NA,139.1711638,474.8936481,210.2096958,161.6762015,291.6247122,NA
"2283","27.09.2015",1,15.25,8,NA,NA,68.65469019,474.0800622,190.3531912,62.83958271,282.7905808,NA
"2284","27.09.2016",0,19.875,6,0,NA,124.3801181,308.4302744,106.8241795,65.32956409,219.6910257,NA
"2285","27.09.2017",7,16.575,10,61,NA,116.3794842,321.7285138,118.8490584,64.38100138,269.3238959,NA
"2286","27.09.2018",7,17.6,13,0,NA,162.9220722,332.1568342,137.6191273,99.47084127,308.5718475,NA
"2287","27.10.2013",6,14.9875,16,65,NA,102.3551958,541.8679245,190.7127371,74.29464617,292.4524596,40.46524884
"2288","27.10.2014",2,14.5,9,NA,NA,121.4169708,408.2295941,173.8839755,85.68767581,310.2625752,NA
"2289","27.10.2015",0,10.75,10,NA,NA,83.24078942,331.4720157,136.695525,78.08261395,268.2451801,NA
"2290","27.10.2016",7,13.375,9,21,NA,107.497901,270.9348981,81.30837366,61.14859049,146.8201866,NA
"2291","27.10.2017",4,11.95,13,NA,NA,176.8444442,362.4463748,158.9405471,77.29210095,270.124179,NA
"2292","27.10.2018",7,5.8375,13,63,NA,116.6307879,402.4334674,174.6485043,55.1771749,347.569125,NA
"2293","27.11.2012",7,7.625,8,20,NA,NA,NA,NA,NA,NA,NA
"2294","27.11.2013",8,7.3125,12,61,NA,93.53214543,249.9838886,73.154092,61.39379294,199.9711444,90.34124991
"2295","27.11.2014",0,4.5,10,10,NA,114.3667405,295.5307388,133.9296038,70.37753747,240.2316617,NA
"2296","27.11.2015",7,5.25,11,NA,NA,106.0925431,283.1154323,83.54984956,51.16244886,226.8337672,NA
"2297","27.11.2016",0,5.625,9,5,NA,49.7963023,469.4331188,157.081764,56.85766846,300.5465324,NA
"2298","27.11.2017",7,4.5625,14,61,NA,108.4887855,246.4859819,91.21663697,72.99641019,200.0722899,NA
"2299","27.11.2018",8,2.1625,3,NA,NA,138.7634689,252.1034984,110.1434945,63.99798312,196.5016269,NA
"2300","27.12.2013",7,5.7625,15,63,NA,152.3674346,433.8897135,155.1196199,83.75915573,270.5713777,87.20299044
"2301","27.12.2014",3,-0.25,8,NA,NA,133.1602196,513.6616789,184.8166221,106.882618,286.9240232,NA
"2302","27.12.2015",7,10.875,15,61,NA,50.79420947,426.7066294,139.1757354,116.618502,205.2960972,NA
"2303","27.12.2016",6,8.25,21,NA,NA,132.5349411,353.7977918,127.1782284,161.686427,264.1331017,NA
"2304","27.12.2017",7,4.6125,7,21,NA,104.5824754,366.3919338,139.8322203,94.95547447,220.0525053,NA
"2305","27.12.2018",7,7.125,12,20,NA,145.8574459,471.0266668,165.2203919,49.53410215,273.0449912,NA
"2306","28.01.2012",6,-1.3875,10,10,NA,NA,NA,NA,NA,NA,NA
"2307","28.01.2014",7,-0.2625,10,10,NA,63.98447361,297.344059,75.42296193,185.3455072,235.9512272,100.1046626
"2308","28.01.2015",7,4.875,17,61,NA,124.2734045,318.6087121,119.3897503,205.5709928,290.4203624,NA
"2309","28.01.2016",5,6.75,16,21,NA,124.5565696,236.1409681,69.5372349,85.01440329,244.4088123,NA
"2310","28.01.2017",1,2.875,5,5,NA,119.7768875,313.6829692,109.0697418,81.26958358,332.6113468,NA
"2311","28.01.2018",6,7.6625,16,61,NA,83.01803763,386.4187202,179.2571908,86.48382364,343.0166027,NA
"2312","28.01.2019",8,2.75,5,20,NA,132.0573833,217.6031042,72.40962645,158.4772365,204.1799461,NA
"2313","28.02.2012",8,7.675,14,51,NA,NA,NA,NA,NA,NA,NA
"2314","28.02.2014",7,6.1875,6,61,NA,121.8680732,304.25309,126.3363095,135.2086415,277.7024288,44.02952903
"2315","28.02.2015",3,5.625,10,0,NA,99.56889446,343.0679312,131.1466724,69.62133432,298.0208777,NA
"2316","28.02.2016",1,3.5,6,0,NA,67.9028508,475.0675041,143.4027897,78.20479698,265.881917,NA
"2317","28.02.2017",6,6,15,21,NA,83.0765621,229.9414064,55.67738035,108.1600334,217.1128828,NA
"2318","28.02.2018",5,-6.1375,16,5,NA,98.76646624,214.9752453,87.40214531,77.42512376,229.4311983,NA
"2319","28.02.2019",5,7.8875,11,21,NA,121.703341,327.9060932,108.6104054,68.50793771,267.2441519,NA
"2320","28.03.2012",3,14.8375,18,5,NA,NA,NA,NA,NA,NA,NA
"2321","28.03.2014",8,5.4,12,10,NA,210.3645891,373.1938924,132.8392811,138.4256939,333.1419693,148.3181039
"2322","28.03.2015",7,8.5,10,NA,NA,177.2706089,428.3501023,145.9795624,168.2024238,394.7823099,NA
"2323","28.03.2016",6,11.625,18,61,NA,78.94370653,593.6019197,222.6780612,81.27986616,295.4126437,NA
"2324","28.03.2017",0,13.875,7,0,NA,107.6133011,301.9884072,141.6845364,63.21627426,249.3055273,NA
"2325","28.03.2018",7,3.725,14,61,NA,136.1834152,320.4291115,142.2007178,73.48535518,283.7998682,NA
"2326","28.03.2019",8,10.7,9,NA,NA,149.7131686,275.6621258,150.8881082,81.31444716,248.2616058,NA
"2327","28.04.2012",6,9.5125,18,61,NA,NA,NA,NA,NA,NA,NA
"2328","28.04.2014",0,15.8875,11,NA,NA,142.899118,406.09716,134.8550021,83.96818236,204.9612911,47.84142561
"2329","28.04.2015",3,10.25,13,NA,NA,91.08668,279.6395749,124.2369521,58.34199574,213.1950525,NA
"2330","28.04.2016",6,7.5,16,61,NA,144.2584441,253.3331719,105.7068588,74.09567429,233.867525,NA
"2331","28.04.2017",7,8.625,10,61,NA,125.4569818,307.7049831,91.6206158,74.28811823,239.9657678,NA
"2332","28.04.2018",7,14.65,8,61,NA,145.3771135,380.2542237,137.3273501,62.65814645,245.1788464,NA
"2333","28.04.2019",7,9.85,10,61,NA,91.91580842,538.9113679,252.2850771,NA,241.6787903,NA
"2334","28.05.2012",2,22.8375,14,NA,NA,NA,NA,NA,NA,NA,NA
"2335","28.05.2013",6,15.4,10,20,NA,NA,NA,NA,NA,NA,NA
"2336","28.05.2014",7,10.2,22,21,NA,190.5531845,440.7533843,196.5349299,57.12451296,317.6656357,62.18223813
"2337","28.05.2015",6,13.125,12,63,NA,113.8715968,340.514415,141.8383939,99.82100322,267.4539955,NA
"2338","28.05.2016",2,18.625,11,NA,NA,80.63321697,475.9291539,247.0708373,63.40827121,294.4578863,NA
"2339","28.05.2017",1,22.375,14,61,NA,72.21626931,562.1759238,258.8752027,55.5483272,280.8010051,NA
"2340","28.05.2018",2,20.2125,10,5,NA,157.4192914,327.6120621,162.4394626,95.9236728,249.5163098,NA
"2341","28.05.2019",6,13.1625,12,NA,NA,154.3639805,325.4699543,143.5606109,NA,244.5437239,NA
"2342","28.06.2012",6,18.2625,8,NA,NA,NA,NA,NA,NA,NA,NA
"2343","28.06.2013",7,13.05,10,61,1,NA,NA,NA,NA,NA,NA
"2344","28.06.2014",6,16.9625,6,95,1,234.3689635,861.8586169,396.5124111,65.17588931,498.1335522,NA
"2345","28.06.2015",2,19.875,10,NA,1,77.92831606,686.3499042,248.0200045,149.004416,309.4918423,NA
"2346","28.06.2016",4,18.375,11,21,NA,120.4946244,402.6806037,161.8692241,81.80773519,252.9265765,NA
"2347","28.06.2017",6,19.75,18,NA,NA,110.52803,375.9366491,185.5731986,116.2185775,205.9834473,NA
"2348","28.06.2018",0,22.125,9,0,NA,153.2229127,351.5333915,172.5533058,77.97045681,266.2303485,NA
"2349","28.06.2019",1,20.225,7,NA,1,NA,NA,NA,NA,NA,NA
"2350","28.07.2012",7,18.95,14,63,NA,NA,NA,NA,NA,NA,NA
"2351","28.07.2013",4,24.8875,13,61,NA,86.07914324,871.8025465,360.0961052,67.15688162,437.8247955,95.3284809
"2352","28.07.2014",0,24.7625,7,NA,NA,157.8138374,630.1708818,288.5024206,83.60883096,309.2217367,NA
"2353","28.07.2015",7,17.375,15,63,NA,145.9238787,597.7877328,246.8123654,82.15221158,343.7270543,NA
"2354","28.07.2016",4,21.25,7,20,NA,164.3542958,589.8184726,339.7721205,65.53289537,319.5520659,NA
"2355","28.07.2017",6,18.125,17,61,NA,184.3235763,551.1671498,291.8691098,96.17374381,265.4009003,NA
"2356","28.07.2018",3,28.75,11,95,NA,214.4703931,716.5768248,371.8197698,79.63838657,290.0240075,NA
"2357","28.07.2019",3,23.35,14,5,NA,NA,NA,NA,NA,NA,NA
"2358","28.08.2012",7,19.5875,8,61,NA,NA,NA,NA,NA,NA,NA
"2359","28.08.2013",0,21.3,7,NA,NA,108.8769914,418.2979412,225.8781947,64.7180978,349.3909731,74.71380699
"2360","28.08.2014",0,19.75,9,0,NA,147.5979485,531.7162881,251.8653496,43.070591,279.8099696,NA
"2361","28.08.2015",2,19.625,11,20,NA,139.2892478,476.3980724,220.3646749,83.19264518,328.7687577,NA
"2362","28.08.2016",4,21.875,12,63,NA,64.0609472,601.7505892,256.1767626,73.56377313,343.4034595,NA
"2363","28.08.2017",4,20.5375,5,NA,NA,109.8622694,375.1064013,178.416399,88.78973568,231.4204925,NA
"2364","28.08.2018",6,18.6125,9,61,NA,157.917157,384.4486719,174.0349336,77.36754533,294.1284424,NA
"2365","28.09.2012",6,13.5625,12,NA,NA,NA,NA,NA,NA,NA,NA
"2366","28.09.2013",0,13.1,8,NA,NA,134.6137568,578.1568741,247.9958262,129.9521999,290.8488789,88.9610412
"2367","28.09.2014",4,18.5,7,NA,NA,60.48296148,531.9382948,188.2730536,99.2634443,259.8294476,NA
"2368","28.09.2015",2,14.625,7,0,NA,110.3847543,337.1270142,119.0373764,134.7984123,248.7825458,NA
"2369","28.09.2016",6,19.125,19,NA,NA,120.1316249,276.9574751,108.0525405,129.902768,281.3317373,NA
"2370","28.09.2017",7,15.1125,7,21,NA,146.1675218,298.418455,119.8794331,83.62715528,216.1833727,NA
"2371","28.09.2018",1,12.8625,15,21,NA,125.0397743,349.0213094,150.1807972,66.79280931,304.731038,NA
"2372","28.10.2013",7,14.3625,29,63,NA,129.4821927,358.4739089,133.3361398,64.028694,196.8418692,38.68555099
"2373","28.10.2014",0,13.875,8,NA,NA,136.0942687,467.6944137,271.4504022,76.75158406,307.1734027,NA
"2374","28.10.2015",1,11.25,10,5,NA,90.93661554,304.0065155,125.6868645,61.4518022,268.4339749,NA
"2375","28.10.2016",6,12.75,15,21,NA,125.5692316,259.6596122,84.2028059,63.64039057,177.4021343,NA
"2376","28.10.2017",7,11.2125,17,61,NA,111.9187832,456.6306861,168.9916397,44.4505511,294.8619081,NA
"2377","28.10.2018",2,5.5875,14,0,NA,81.92357689,355.744141,228.3223198,66.46757976,304.6475518,NA
"2378","28.11.2012",8,5.325,8,51,NA,NA,NA,NA,NA,NA,NA
"2379","28.11.2013",2,8.025,18,NA,NA,128.8424262,245.1579035,111.2549849,101.9982315,218.5749381,154.3866602
